Hour,Region,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,Total_Load_MW,AvailableRenewable_MW,ChargePower_MW,DischargePower_MW,SOC_MWh,RenewableToLoad_MW,RenewableCharge_MW,GridCharge_MW,GridLoadPurchase_MW,GridPurchase_MW,GridSell_MW,Curtailment_MW,NetGridImport_MW,GridEnergyForCost_MW,ChargeMode,GridImportMode,Scenario,CoordinationIteration
7,RegionA,723.2600000000,0.0000000000,0.6248000000,544.3200004500,708.4910000000,0.0000000000,100.0000000000,99.0192982446,444.3200004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,264.1709995500,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
8,RegionA,723.7100000000,0.0000000000,0.6126000000,544.3200000000,741.8670000000,100.0000000000,0.0000000000,192.0192982446,544.3200000000,100.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,97.5470000000,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
9,RegionA,724.1600000000,0.0000000000,0.6013000000,544.3199995500,762.8460000000,100.0000000000,0.0000000000,285.0192982446,544.3199995500,100.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,118.5260004500,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
10,RegionA,724.6100000000,0.0000000000,0.5917000000,531.7110004500,770.0000000000,0.0000000000,100.0000000000,176.3236460707,431.7110004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,338.2889995500,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
11,RegionA,725.0400000000,0.0000000000,0.5845000000,506.1015000000,762.8460000000,100.0000000000,0.0000000000,269.3236460707,506.1015000000,100.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,156.7445000000,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
12,RegionA,725.4800000000,0.0000000000,0.5802000000,466.4789995500,741.8670000000,0.0000000000,100.0000000000,160.6279938968,366.4789995500,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,375.3880004500,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
13,RegionA,725.9000000000,0.0000000000,0.5791000000,443.6667000000,708.4910000000,0.0000000000,100.0000000000,51.9323417228,343.6667000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,364.8243000000,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
14,RegionA,726.3200000000,0.0000000000,0.5814000000,423.0872995500,665.0000000000,100.0000000000,0.0000000000,144.9323417228,423.0872995500,100.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,141.9127004500,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
15,RegionA,726.7400000000,0.0000000000,0.5869000000,379.0665000000,614.3550000000,100.0000000000,0.0000000000,237.9323417228,379.0665000000,100.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,135.2885000000,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
16,RegionA,727.1400000000,0.0000000000,0.5954000000,334.0439995500,560.0000000000,0.0000000000,100.0000000000,129.2366895489,234.0439995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,325.9560004500,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
17,RegionA,1054.9200000000,0.0000000000,0.6062000000,316.9124995500,505.6450000000,100.0000000000,-0.0000000000,222.2366895489,316.9124995500,100.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,88.7325004500,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
18,RegionA,1055.4900000000,0.0000000000,0.6188000000,299.4434995500,455.0000000000,100.0000000000,0.0000000000,315.2366895489,299.4434995500,100.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,55.5565004500,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
19,RegionA,1056.0300000000,0.0000000000,0.6321000000,386.4914995500,411.5090000000,0.0000000000,76.7956444700,231.7631629511,309.6958550800,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,101.8131449200,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
20,RegionA,1056.5600000000,0.0000000000,0.6455000000,330.8849995500,378.1330000000,47.2480004500,0.0000000000,275.7038033696,330.8849995500,47.2480004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
21,RegionA,1057.0800000000,0.0000000000,0.6580000000,376.1235000000,357.1540000000,0.0000000000,18.9695000000,255.0847816304,357.1540000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
22,RegionA,656.4300000000,0.0000000000,0.6687000000,388.0034995500,350.0000000000,0.0000000000,38.0034995500,213.7766299457,350.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
23,RegionA,656.7300000000,0.0000000000,0.6771000000,408.9284995500,357.1540000000,0.0000000000,51.7744995500,157.5000000000,357.1540000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
0,RegionB,448.5000000000,0.0000000000,0.6248000000,458.7435004500,378.1330000000,0.0000000000,24.0243339333,117.8865935507,378.1330000000,-0.0000000000,0.0000000000,56.5861665167,56.5861665167,0.0000000000,0.0000000000,56.5861665167,56.5861665167,0,1,renewable_low_70pct,5
1,RegionB,448.7900000000,0.0000000000,0.6271000000,527.3369995500,411.5090000000,0.0000000000,59.2418330333,53.4932967754,411.5090000000,-0.0000000000,0.0000000000,56.5861665167,56.5861665167,0.0000000000,0.0000000000,56.5861665167,56.5861665167,0,1,renewable_low_70pct,5
2,RegionB,449.0800000000,0.0000000000,0.6261000000,531.3599995500,455.0000000000,0.0000000000,19.7738330333,32.0000000000,455.0000000000,-0.0000000000,0.0000000000,56.5861665167,56.5861665167,0.0000000000,0.0000000000,56.5861665167,56.5861665167,0,1,renewable_low_70pct,5
3,RegionB,449.3800000000,0.0000000000,0.6221000000,531.3600000000,505.6450000000,0.0000000000,-0.0000000000,32.0000000000,505.6450000000,-0.0000000000,0.0000000000,25.7150000000,25.7150000000,0.0000000000,0.0000000000,25.7150000000,25.7150000000,0,1,renewable_low_70pct,5
4,RegionB,449.6700000000,0.0000000000,0.6154000000,531.3600004500,560.0000000000,28.6399995500,-0.0000000000,58.6351995815,531.3600004500,28.6399995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
5,RegionB,449.9600000000,0.0000000000,0.6064000000,531.3599995500,614.3550000000,82.9950004500,-0.0000000000,135.8205500000,531.3599995500,82.9950004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
6,RegionB,450.2400000000,0.0000000000,0.5959000000,531.3600000000,665.0000000000,0.0000000000,90.0000000000,37.9944630435,441.3600000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,223.6400000000,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
7,RegionB,693.1200000000,0.0000000000,0.5845000000,531.3599995500,708.4910000000,90.0000000000,-0.0000000000,121.6944630435,531.3599995500,90.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,87.1310004500,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
8,RegionB,693.5600000000,0.0000000000,0.5731000000,531.3599995500,741.8670000000,0.0000000000,82.5189060000,32.0000000000,448.8410935500,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,293.0259064500,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
9,RegionB,693.9900000000,0.0000000000,0.5625000000,531.3600000000,762.8460000000,85.2454417952,-0.0000000000,111.2782608696,531.3600000000,85.2454417952,0.0000000000,0.0000000000,0.0000000000,0.0000000000,146.2405582048,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
10,RegionB,694.4100000000,0.0000000000,0.5535000000,531.3600000000,770.0000000000,90.0000000000,-0.0000000000,194.9782608696,531.3600000000,90.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,148.6400000000,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
11,RegionB,694.8300000000,0.0000000000,0.5468000000,531.3599995500,762.8460000000,0.0000000000,90.0000000000,97.1521739130,441.3599995500,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,321.4860004500,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
12,RegionB,695.2500000000,0.0000000000,0.5427000000,482.3819995500,741.8670000000,90.0000000000,-0.0000000000,180.8521739130,482.3819995500,90.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,169.4850004500,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
13,RegionB,695.6600000000,0.0000000000,0.5417000000,443.2360495500,708.4910000000,0.0000000000,90.0000000000,83.0260869565,353.2360495500,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,355.2549504500,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
14,RegionB,696.0600000000,0.0000000000,0.5439000000,422.4338995500,665.0000000000,90.0000000000,-0.0000000000,166.7260869565,422.4338995500,90.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,152.5661004500,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
15,RegionB,696.4500000000,0.0000000000,0.5491000000,377.5004995500,614.3550000000,0.0000000000,90.0000000000,68.9000000000,287.5004995500,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,326.8545004500,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
16,RegionB,696.8400000000,0.0000000000,0.5570000000,341.6593500000,560.0000000000,90.0000000000,-0.0000000000,152.6000000000,341.6593500000,90.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,128.3406500000,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
17,RegionB,1010.9700000000,0.0000000000,0.5671000000,344.7360004500,505.6450000000,90.0000000000,-0.0000000000,236.3000000000,344.7360004500,90.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,70.9089995500,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
18,RegionB,1011.5100000000,0.0000000000,0.5788000000,291.1005004500,455.0000000000,90.0000000000,-0.0000000000,320.0000000000,291.1005004500,90.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,73.8994995500,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
19,RegionB,1012.0300000000,0.0000000000,0.5913000000,336.9734995500,411.5090000000,0.0000000000,18.8719692000,299.4869900000,318.1015303500,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,93.4074696500,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
20,RegionB,1012.5400000000,0.0000000000,0.6038000000,356.0760000000,378.1330000000,22.0570000000,-0.0000000000,320.0000000000,356.0760000000,22.0570000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
21,RegionB,1013.0400000000,0.0000000000,0.6155000000,375.3270000000,357.1540000000,0.0000000000,18.1730000000,300.2467391304,357.1540000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
22,RegionB,629.0800000000,0.0000000000,0.6256000000,423.6299995500,350.0000000000,0.0000000000,56.1569995500,239.2065222283,350.0000000000,-0.0000000000,0.0000000000,17.4730000000,17.4730000000,0.0000000000,0.0000000000,17.4730000000,17.4730000000,0,1,renewable_low_70pct,5
23,RegionB,629.3700000000,0.0000000000,0.6334000000,444.7440004500,357.1540000000,0.0000000000,87.5900004500,144.0000000000,357.1540000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
0,RegionC,435.5000000000,0.0000000000,0.5925000000,468.1097995400,378.1330000000,0.0000000000,23.3248663600,109.6468843913,378.1330000000,-0.0000000000,0.0000000000,66.6519331800,66.6519331800,0.0000000000,0.0000000000,66.6519331800,66.6519331800,0,1,renewable_low_70pct,5
1,RegionC,435.7800000000,0.0000000000,0.5946000000,536.5440000000,411.5090000000,0.0000000000,58.3830668200,46.1870291522,411.5090000000,-0.0000000000,0.0000000000,66.6519331800,66.6519331800,0.0000000000,0.0000000000,66.6519331800,66.6519331800,0,1,renewable_low_70pct,5
2,RegionC,436.0700000000,0.0000000000,0.5937000000,536.5440000000,455.0000000000,0.0000000000,14.8920668200,30.0000000000,455.0000000000,-0.0000000000,0.0000000000,66.6519331800,66.6519331800,0.0000000000,0.0000000000,66.6519331800,66.6519331800,0,1,renewable_low_70pct,5
3,RegionC,436.3500000000,0.0000000000,0.5900000000,536.5440000000,505.6450000000,0.0000000000,-0.0000000000,30.0000000000,505.6450000000,-0.0000000000,0.0000000000,30.8990000000,30.8990000000,0.0000000000,0.0000000000,30.8990000000,30.8990000000,0,1,renewable_low_70pct,5
4,RegionC,436.6300000000,0.0000000000,0.5836000000,536.5440000000,560.0000000000,23.4560000000,-0.0000000000,51.8140800000,536.5440000000,23.4560000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
5,RegionC,436.9100000000,0.0000000000,0.5751000000,536.5439995400,614.3550000000,77.8110004600,-0.0000000000,124.1783104278,536.5439995400,77.8110004600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
6,RegionC,437.1900000000,0.0000000000,0.5651000000,536.5440000000,665.0000000000,85.0000000000,0.0000000000,203.2283104278,536.5440000000,85.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,43.4560000000,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
7,RegionC,673.0300000000,0.0000000000,0.5543000000,536.5439995400,708.4910000000,85.0000000000,-0.0000000000,282.2783104278,536.5439995400,85.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,86.9470004600,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
8,RegionC,673.4500000000,0.0000000000,0.5435000000,536.5440004600,741.8670000000,0.0000000000,85.0000000000,189.8870060800,451.5440004600,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,290.3229995400,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
9,RegionC,673.8700000000,0.0000000000,0.5334000000,536.5440004600,762.8460000000,0.0000000000,85.0000000000,97.4957017321,451.5440004600,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,311.3019995400,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
10,RegionC,674.2900000000,0.0000000000,0.5249000000,536.5440004600,770.0000000000,0.0000000000,62.0960455936,30.0000000000,474.4479548664,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,295.5520451336,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
11,RegionC,674.6900000000,0.0000000000,0.5185000000,527.8500000000,762.8460000000,85.0000000000,-0.0000000000,109.0500000000,527.8500000000,85.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,149.9960000000,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
12,RegionC,675.1000000000,0.0000000000,0.5147000000,474.4163995400,741.8670000000,0.0000000000,72.7260000000,30.0000000000,401.6903995400,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,340.1766004600,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
13,RegionC,675.4900000000,0.0000000000,0.5137000000,464.8116004600,708.4910000000,85.0000000000,0.0000000000,109.0500000000,464.8116004600,85.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,158.6793995400,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
14,RegionC,675.8800000000,0.0000000000,0.5157000000,429.9031200000,665.0000000000,85.0000000000,0.0000000000,188.1000000000,429.9031200000,85.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,150.0968800000,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
15,RegionC,676.2700000000,0.0000000000,0.5207000000,386.5642204600,614.3550000000,85.0000000000,0.0000000000,267.1500000000,386.5642204600,85.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,142.7907795400,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
16,RegionC,676.6400000000,0.0000000000,0.5282000000,342.1309804600,560.0000000000,0.0000000000,85.0000000000,174.7586956522,257.1309804600,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,302.8690195400,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
17,RegionC,981.6700000000,0.0000000000,0.5378000000,368.8050000000,505.6450000000,85.0000000000,-0.0000000000,253.8086956522,368.8050000000,85.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,51.8400000000,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
18,RegionC,982.1900000000,0.0000000000,0.5489000000,293.0016000000,455.0000000000,0.0000000000,63.4047199936,184.8905217461,229.5968800064,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,225.4031199936,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
19,RegionC,982.7000000000,0.0000000000,0.5608000000,312.7908000000,411.5090000000,85.0000000000,0.0000000000,263.9405217461,312.7908000000,85.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,13.7182000000,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
20,RegionC,983.1900000000,0.0000000000,0.5726000000,349.6919995400,378.1330000000,28.4410004600,-0.0000000000,290.3906521739,349.6919995400,28.4410004600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
21,RegionC,983.6700000000,0.0000000000,0.5837000000,364.5959995400,357.1540000000,0.0000000000,7.4419995400,282.3015222391,357.1540000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
22,RegionC,610.8500000000,0.0000000000,0.5932000000,400.5174004600,350.0000000000,0.0000000000,50.5174004600,227.3913043478,350.0000000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,1,renewable_low_70pct,5
23,RegionC,611.1300000000,0.0000000000,0.6006000000,455.6622004600,357.1540000000,0.0000000000,85.0000000000,135.0000000000,357.1540000000,0.0000000000,0.0000000000,13.5082004600,13.5082004600,0.0000000000,0.0000000000,13.5082004600,13.5082004600,0,1,renewable_low_70pct,5
0,RegionD,279.5000000000,218.0100000000,0.4525000000,443.3408000000,378.1330000000,0.0000000000,65.2078000000,334.8840860215,378.1330000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,renewable_low_70pct,5
1,RegionD,279.6800000000,218.1500000000,0.4541000000,465.3568000000,411.5090000000,0.0000000000,53.8478000000,276.9832258065,411.5090000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,renewable_low_70pct,5
2,RegionD,279.8600000000,218.2900000000,0.4534000000,526.2080004267,455.0000000000,0.0000000000,71.2080004267,200.4154834122,455.0000000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,renewable_low_70pct,5
3,RegionD,280.0500000000,218.4400000000,0.4505000000,523.9167995733,505.6450000000,0.0000000000,18.2717995733,180.7683870968,505.6450000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,renewable_low_70pct,5
4,RegionD,280.2300000000,218.5800000000,0.4456000000,588.2112004267,560.0000000000,0.0000000000,28.2112004267,150.4337629820,560.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,renewable_low_70pct,5
5,RegionD,280.4100000000,218.7200000000,0.4391000000,589.3631995733,614.3550000000,24.9918004267,0.0000000000,173.9260553831,589.3631995733,24.9918004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,renewable_low_70pct,5
6,RegionD,280.5900000000,218.8600000000,0.4315000000,587.3408000000,665.0000000000,77.6592000000,-0.0000000000,246.9257033831,587.3408000000,77.6592000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,renewable_low_70pct,5
7,RegionD,431.9500000000,336.9200000000,0.4233000000,607.4111995733,708.4910000000,0.0000000000,9.9249523740,236.2537115831,597.4862471993,0.0000000000,0.0000000000,0.0000000000,0.0000000000,111.0047528007,0.0000000000,-111.0047528007,0.0000000000,0,0,renewable_low_70pct,5
8,RegionD,432.2200000000,337.1300000000,0.4150000000,580.3135995733,741.8670000000,0.0000000000,18.4465995733,216.4186582785,561.8670000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,0,0,renewable_low_70pct,5
9,RegionD,432.4800000000,337.3300000000,0.4074000000,548.3391995733,762.8460000000,34.5068004267,0.0000000000,248.8550506796,548.3391995733,34.5068004267,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,1,0,renewable_low_70pct,5
10,RegionD,432.7500000000,337.5500000000,0.4008000000,541.8367995733,770.0000000000,48.1632004267,0.0000000000,294.1284590807,541.8367995733,48.1632004267,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,1,0,renewable_low_70pct,5
11,RegionD,433.0100000000,337.7500000000,0.3959000000,488.7296000000,762.8460000000,94.1164000000,0.0000000000,382.5978750807,488.7296000000,94.1164000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,1,0,renewable_low_70pct,5
12,RegionD,433.2700000000,337.9500000000,0.3930000000,452.1600000000,741.8670000000,109.7070000000,0.0000000000,485.7224550807,452.1600000000,109.7070000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,1,0,renewable_low_70pct,5
13,RegionD,433.5300000000,338.1500000000,0.3923000000,453.5424000000,708.4910000000,74.9486000000,0.0000000000,556.1741390807,453.5424000000,74.9486000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,1,0,renewable_low_70pct,5
14,RegionD,433.7800000000,338.3500000000,0.3938000000,390.1311995733,665.0000000000,94.8688004267,0.0000000000,645.3508114818,390.1311995733,94.8688004267,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,1,0,renewable_low_70pct,5
15,RegionD,434.0200000000,338.5400000000,0.3976000000,388.6515195733,614.3550000000,45.7034804267,0.0000000000,688.3120830829,388.6515195733,45.7034804267,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,1,0,renewable_low_70pct,5
16,RegionD,434.2600000000,338.7200000000,0.4033000000,334.7840000000,560.0000000000,45.2160000000,0.0000000000,730.8151230829,334.7840000000,45.2160000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,1,0,renewable_low_70pct,5
17,RegionD,630.0200000000,491.4200000000,0.4107000000,308.6719995733,505.6450000000,16.9730004267,0.0000000000,746.7697434840,308.6719995733,16.9730004267,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,1,0,renewable_low_70pct,5
18,RegionD,630.3600000000,491.6800000000,0.4192000000,262.9248000000,455.0000000000,12.0752000000,0.0000000000,758.1204314840,262.9248000000,12.0752000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,1,0,renewable_low_70pct,5
19,RegionD,630.6900000000,491.9400000000,0.4282000000,293.0944004267,411.5090000000,0.0000000000,61.5854004267,691.8995708101,231.5090000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,0,0,renewable_low_70pct,5
20,RegionD,631.0000000000,492.1800000000,0.4373000000,279.1168004267,378.1330000000,0.0000000000,80.9838004267,604.8202155126,198.1330000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,0,0,renewable_low_70pct,5
21,RegionD,631.3100000000,492.4200000000,0.4457000000,307.4944000000,357.1540000000,0.0000000000,130.3404000000,464.6692477706,177.1540000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,0,0,renewable_low_70pct,5
22,RegionD,392.0400000000,305.7900000000,0.4530000000,349.8240004267,350.0000000000,0.0000000000,-0.0000000000,464.6692477706,349.8240004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1759995733,0.0000000000,-0.1759995733,0.0000000000,0,0,renewable_low_70pct,5
23,RegionD,392.2200000000,305.9300000000,0.4586000000,412.6464004267,357.1540000000,0.0000000000,55.4924004267,405.0000000000,357.1540000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,renewable_low_70pct,5
0,RegionE,247.0000000000,192.6600000000,0.2370000000,448.4125000000,378.1330000000,0.0000000000,70.2795000000,294.4306451613,378.1330000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,renewable_low_70pct,5
1,RegionE,247.1600000000,192.7800000000,0.2378000000,497.2374995833,411.5090000000,0.0000000000,85.7284995833,202.2494628137,411.5090000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,renewable_low_70pct,5
2,RegionE,247.3200000000,192.9100000000,0.2375000000,503.4000000000,455.0000000000,0.0000000000,48.4000000000,150.2064520610,455.0000000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,renewable_low_70pct,5
3,RegionE,247.4800000000,193.0300000000,0.2360000000,545.0000000000,505.6450000000,0.0000000000,39.3550000000,107.8892477599,505.6450000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,renewable_low_70pct,5
4,RegionE,247.6400000000,193.1600000000,0.2334000000,556.6874995833,560.0000000000,3.3125004167,0.0000000000,111.0029981516,556.6874995833,3.3125004167,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,renewable_low_70pct,5
5,RegionE,247.8000000000,193.2800000000,0.2300000000,570.3125000000,614.3550000000,44.0425000000,-0.0000000000,152.4029481516,570.3125000000,44.0425000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,renewable_low_70pct,5
6,RegionE,247.9600000000,193.4100000000,0.2260000000,591.8875004167,665.0000000000,73.1124995833,-0.0000000000,221.1286977599,591.8875004167,73.1124995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,0,renewable_low_70pct,5
