Hour,Region,PricePeriod,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,AvailableRenewable_MW,NonAI_IT_Load_MW,AbsoluteHour,AI_IT_Load_MW,IT_Load_MW,PUE,Total_Load_MW,Q2Method,ObservedElectricityPrice_CNY_per_MWh,ObservedCarbonIntensity_tCO2_per_MWh,ObservedAvailableRenewable_MW,ScenarioPriceMultiplier,ScenarioCarbonMultiplier,ScenarioRenewableMultiplier,ChargePower_MW,DischargePower_MW,SOC_MWh,RenewableToLoad_MW,RenewableCharge_MW,GridCharge_MW,GridLoadPurchase_MW,GridPurchase_MW,GridSell_MW,Curtailment_MW,NetGridImport_MW,ChargeMode,GridImportMode,Method
47,RegionE,Flat,345.1100000000,269.1900000000,0.2402000000,510.2200000000,225.8653330000,2375,140.2200000000,366.0853330000,1.2500000000,457.6066662500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,345.1100000000,0.2402000000,510.2200000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,167.3866662500,329.1465049283,290.2200000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
48,RegionE,Valley,249.3500000000,194.4900000000,0.2422000000,540.1900000000,284.8386670000,2376,129.6213333333,414.4600003333,1.2500000000,518.0750004167,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,249.3500000000,0.2422000000,540.1900000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,329.1465049283,518.0750004167,0.0000000000,0.0000000000,0.0000000000,0.0000000000,22.1149995833,0.0000000000,-22.1149995833,0,0,Q2_candidate_plus_integrated_storage_MILP
49,RegionE,Valley,249.4600000000,194.5800000000,0.2429000000,587.8700000000,278.6566670000,2377,132.1560000000,410.8126670000,1.2500000000,513.5158337500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,249.4600000000,0.2429000000,587.8700000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,78.7566666667,244.4619171147,434.7591670833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,153.1108329167,0.0000000000,-153.1108329167,0,0,Q2_candidate_plus_integrated_storage_MILP
50,RegionE,Valley,249.5600000000,194.6600000000,0.2425000000,650.0000000000,270.4910000000,2378,129.9910000000,400.4820000000,1.2500000000,500.6025000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,249.5600000000,0.2425000000,650.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,70.6025000000,168.5452504480,430.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
51,RegionE,Valley,249.6600000000,194.7300000000,0.2408000000,722.3500000000,303.2260000000,2379,133.5336666667,436.7596666667,1.2500000000,545.9495833333,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,249.6600000000,0.2408000000,722.3500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,43.5995833333,121.6639780466,502.3500000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
52,RegionE,Valley,249.7600000000,194.8100000000,0.2382000000,800.0000000000,379.6513330000,2380,113.8586666667,493.5099996667,1.2500000000,616.8874995833,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,249.7600000000,0.2382000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,36.8874995833,82.0000000000,580.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
53,RegionE,Valley,249.8500000000,194.8800000000,0.2346000000,877.6500000000,357.7946670000,2381,117.1746666667,474.9693336667,1.2500000000,593.7116670833,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,249.8500000000,0.2346000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,82.0000000000,593.7116670833,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,63.9383329167,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
54,RegionE,Valley,249.9300000000,194.9500000000,0.2305000000,950.0000000000,424.7566670000,2382,121.0973333333,545.8540003333,1.2500000000,682.3175004167,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,249.9300000000,0.2305000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,82.0000000000,682.3175004167,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,47.6824995833,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
55,RegionE,Flat,384.6300000000,300.0100000000,0.2260000000,1012.1300000000,381.6500000000,2383,143.5840000000,525.2340000000,1.2500000000,656.5425000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,384.6300000000,0.2260000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,82.0000000000,656.5425000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,135.5875000000,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
56,RegionE,Flat,384.7500000000,300.1100000000,0.2216000000,1059.8100000000,391.7250000000,2384,140.1796666667,531.9046666667,1.2500000000,664.8808333333,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,384.7500000000,0.2216000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,82.0000000000,664.8808333333,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,174.9291666667,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
57,RegionE,Flat,384.8600000000,300.1900000000,0.2174000000,1089.7800000000,308.9093330000,2385,144.9893333333,453.8986663333,1.2500000000,567.3733329167,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,384.8600000000,0.2174000000,1089.7800000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,82.0000000000,567.3733329167,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,302.4066670833,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
58,RegionE,Flat,384.9600000000,300.2700000000,0.2139000000,1100.0000000000,318.3600000000,2386,130.2746666667,448.6346666667,1.2500000000,560.7933333333,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,384.9600000000,0.2139000000,1100.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,82.0000000000,560.7933333333,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,319.2066666667,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
59,RegionE,Flat,385.0500000000,300.3400000000,0.2111000000,1089.7800000000,237.0590000000,2387,142.1310000000,379.1900000000,1.2500000000,473.9875000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,385.0500000000,0.2111000000,1089.7800000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,82.0000000000,473.9875000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,395.7925000000,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
60,RegionE,Flat,385.1400000000,300.4100000000,0.2094000000,1059.8100000000,276.2840000000,2388,136.5873333333,412.8713333333,1.2500000000,516.0891666667,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,385.1400000000,0.2094000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,240.0000000000,0.0000000000,307.6000000000,516.0891666667,240.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,83.7208333333,-220.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
61,RegionE,Flat,385.2200000000,300.4700000000,0.2089000000,1012.1300000000,255.5633330000,2389,122.4666666667,378.0299996667,1.2500000000,472.5374995833,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,385.2200000000,0.2089000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,62.0636005300,0.0000000000,365.9397844982,472.5374995833,62.0636005300,0.0000000000,0.0000000000,0.0000000000,220.0000000000,257.5288998867,-220.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
62,RegionE,Flat,385.2900000000,300.5300000000,0.2095000000,950.0000000000,162.1530000000,2390,150.2780000000,312.4310000000,1.2500000000,390.5387500000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,385.2900000000,0.2095000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,240.0000000000,0.0000000000,591.5397844982,390.5387500000,240.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,99.4612500000,-220.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
63,RegionE,Flat,385.3500000000,300.5700000000,0.2113000000,877.6500000000,136.8620000000,2391,152.2980000000,289.1600000000,1.2500000000,361.4500000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,385.3500000000,0.2113000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,591.5397844982,361.4500000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,296.2000000000,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
64,RegionE,Flat,385.4100000000,300.6200000000,0.2141000000,800.0000000000,138.0713330000,2392,127.7620000000,265.8333330000,1.2500000000,332.2916662500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,385.4100000000,0.2141000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,240.0000000000,0.0000000000,817.1397844982,332.2916662500,240.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,7.7083337500,-220.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
65,RegionE,Peak,670.6920000000,435.9500000000,0.2178000000,722.3500000000,122.7813330000,2393,124.4106666667,247.1919996667,1.2500000000,308.9899995833,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,558.9100000000,0.2178000000,722.3500000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,817.1397844982,308.9899995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,193.3600004167,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
66,RegionE,Peak,670.7520000000,435.9900000000,0.2220000000,650.0000000000,111.7806670000,2394,137.3233333333,249.1040003333,1.2500000000,311.3800004167,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,558.9600000000,0.2220000000,650.0000000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,817.1397844982,311.3800004167,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,118.6199995833,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
67,RegionE,Peak,670.8120000000,436.0300000000,0.2266000000,587.8700000000,86.9566670000,2395,141.9840000000,228.9406670000,1.2500000000,286.1758337500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,559.0100000000,0.2266000000,587.8700000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,817.1397844982,286.1758337500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,81.6941662500,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
68,RegionE,Peak,670.8480000000,436.0500000000,0.2311000000,540.1900000000,127.5686670000,2396,144.9340000000,272.5026670000,1.2500000000,340.6283337500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,559.0400000000,0.2311000000,540.1900000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,20.4383337500,795.1630815412,320.1900000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
69,RegionE,Peak,670.8720000000,436.0700000000,0.2354000000,510.2200000000,160.8780000000,2397,152.5460000000,313.4240000000,1.2500000000,391.7800000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,559.0600000000,0.2354000000,510.2200000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,101.5600000000,685.9587804659,290.2200000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
70,RegionE,Flat,347.0100000000,270.6700000000,0.2390000000,500.0000000000,202.8333330000,2398,142.8186666667,345.6519996667,1.2500000000,432.0649995833,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,347.0100000000,0.2390000000,500.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,152.0649995833,522.4480282258,280.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
71,RegionE,Flat,347.0100000000,270.6700000000,0.2417000000,510.2200000000,226.5013330000,2399,119.0960000000,345.5973330000,1.2500000000,431.9966662500,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,347.0100000000,0.2417000000,510.2200000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,141.7766662500,370.0000000000,290.2200000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
0,RegionF,Valley,255.2500000000,199.0900000000,0.2740000000,540.1900000000,272.8240000000,2328,131.7160000000,404.5400000000,1.2700000000,513.7658000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,255.2500000000,0.2740000000,540.1900000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,-0.0000000000,382.5000000000,513.7658000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26.4242000000,0.0000000000,-26.4242000000,0,0,Q2_candidate_plus_integrated_storage_MILP
1,RegionF,Valley,255.3600000000,199.1800000000,0.2749000000,587.8700000000,336.0460000000,2329,128.7040000000,464.7500000000,1.2700000000,590.2325000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,255.3600000000,0.2749000000,587.8700000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,2.3625000000,379.9596774194,587.8700000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
2,RegionF,Valley,255.4800000000,199.2700000000,0.2744000000,650.0000000000,354.3443330000,2330,120.6590000000,475.0033330000,1.2700000000,603.2542329100,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,255.4800000000,0.2744000000,650.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,20.1868633333,358.2533727599,583.0673695767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,66.9326304233,0.0000000000,-66.9326304233,0,0,Q2_candidate_plus_integrated_storage_MILP
3,RegionF,Valley,255.6100000000,199.3800000000,0.2725000000,722.3500000000,419.1400000000,2331,102.2016666667,521.3416666667,1.2700000000,662.1039166667,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,255.6100000000,0.2725000000,722.3500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,159.7539166667,186.4749677419,502.3500000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
4,RegionF,Valley,255.7400000000,199.4800000000,0.2694000000,800.0000000000,423.7150000000,2332,102.3883333333,526.1033333333,1.2700000000,668.1512333333,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,255.7400000000,0.2694000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,88.1512333333,91.6886953405,580.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
5,RegionF,Valley,255.8700000000,199.5800000000,0.2653000000,877.6500000000,417.2180000000,2333,105.5146666667,522.7326666667,1.2700000000,663.8704866667,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,255.8700000000,0.2653000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,6.2204866667,85.0000000000,657.6500000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
6,RegionF,Valley,256.0000000000,199.6800000000,0.2605000000,950.0000000000,431.5173330000,2334,66.2720000000,497.7893330000,1.2700000000,632.1924529100,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,256.0000000000,0.2605000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,85.0000000000,632.1924529100,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,97.8075470900,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
7,RegionF,Flat,394.0700000000,307.3700000000,0.2554000000,1012.1300000000,426.4913330000,2335,86.2386666667,512.7299996667,1.2700000000,651.1670995767,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,394.0700000000,0.2554000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,85.0000000000,651.1670995767,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,140.9629004233,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
8,RegionF,Flat,394.2900000000,307.5500000000,0.2502000000,1059.8100000000,421.9266670000,2336,100.9333333333,522.8600003333,1.2700000000,664.0322004233,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,394.2900000000,0.2502000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,85.0000000000,664.0322004233,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,175.7777995767,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
9,RegionF,Flat,394.5100000000,307.7200000000,0.2455000000,1089.7800000000,377.0900000000,2337,109.3286666667,486.4186666667,1.2700000000,617.7517066667,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,394.5100000000,0.2455000000,1089.7800000000,1.0000000000,1.0000000000,1.0000000000,250.0000000000,0.0000000000,320.0000000000,617.7517066667,250.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,2.0282933333,-220.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
10,RegionF,Flat,394.7400000000,307.9000000000,0.2414000000,1100.0000000000,330.6606670000,2338,84.8363333333,415.4970003333,1.2700000000,527.6811904233,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,394.7400000000,0.2414000000,1100.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,320.0000000000,527.6811904233,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,352.3188095767,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
11,RegionF,Flat,394.9700000000,308.0800000000,0.2383000000,1089.7800000000,331.9680000000,2339,82.7336666667,414.7016666667,1.2700000000,526.6711166667,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,394.9700000000,0.2383000000,1089.7800000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,320.0000000000,526.6711166667,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,343.1088833333,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
12,RegionF,Flat,395.2100000000,308.2600000000,0.2365000000,1059.8100000000,275.3916670000,2340,121.1543333333,396.5460003333,1.2700000000,503.6134204233,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,395.2100000000,0.2365000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,320.0000000000,503.6134204233,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,336.1965795767,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
13,RegionF,Flat,395.4500000000,308.4500000000,0.2361000000,1012.1300000000,240.6086670000,2341,127.3893333333,367.9980003333,1.2700000000,467.3574604233,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,395.4500000000,0.2361000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,250.0000000000,0.0000000000,555.0000000000,467.3574604233,250.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,74.7725395767,-220.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
14,RegionF,Flat,395.6900000000,308.6400000000,0.2371000000,950.0000000000,211.1526670000,2342,116.1046666667,327.2573336667,1.2700000000,415.6168137567,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,395.6900000000,0.2371000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,555.0000000000,415.6168137567,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,314.3831862433,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
15,RegionF,Flat,395.9400000000,308.8300000000,0.2394000000,877.6500000000,197.3070000000,2343,129.9880000000,327.2950000000,1.2700000000,415.6646500000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,395.9400000000,0.2394000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,555.0000000000,415.6646500000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,241.9853500000,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
16,RegionF,Flat,396.1900000000,309.0300000000,0.2430000000,800.0000000000,169.3813330000,2344,134.0853333333,303.4666663333,1.2700000000,385.4026662433,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,396.1900000000,0.2430000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,194.5973337567,0.0000000000,737.9214937313,385.4026662433,194.5973337567,0.0000000000,0.0000000000,0.0000000000,220.0000000000,-0.0000000000,-220.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
17,RegionF,Peak,689.8080000000,448.3800000000,0.2476000000,722.3500000000,114.2400000000,2345,133.0300000000,247.2700000000,1.2700000000,314.0329000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,574.8400000000,0.2476000000,722.3500000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,737.9214937313,314.0329000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,188.3171000000,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
18,RegionF,Peak,690.2400000000,448.6600000000,0.2529000000,650.0000000000,125.8983330000,2346,89.6696666667,215.5679996667,1.2700000000,273.7713595767,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,575.2000000000,0.2529000000,650.0000000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,737.9214937313,273.7713595767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,156.2286404233,-220.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
19,RegionF,Peak,690.6840000000,448.9400000000,0.2585000000,587.8700000000,127.7083330000,2347,54.7336666667,182.4419996667,1.2700000000,231.7013395767,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,575.5700000000,0.2585000000,587.8700000000,1.2000000000,1.0000000000,1.0000000000,119.2324534774,0.0000000000,850.0000000000,231.7013395767,119.2324534774,0.0000000000,0.0000000000,0.0000000000,220.0000000000,16.9362069460,-220.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
20,RegionF,Peak,691.1400000000,449.2400000000,0.2642000000,540.1900000000,125.1946670000,2348,22.1733333333,147.3680003333,1.2700000000,187.1573604233,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,575.9500000000,0.2642000000,540.1900000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,850.0000000000,187.1573604233,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,133.0326395767,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
21,RegionF,Peak,691.5840000000,449.5300000000,0.2695000000,510.2200000000,162.6913330000,2349,11.2433333333,173.9346663333,1.2700000000,220.8970262433,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,576.3200000000,0.2695000000,510.2200000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,850.0000000000,220.8970262433,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,69.3229737567,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
22,RegionF,Flat,357.9500000000,279.2000000000,0.2741000000,500.0000000000,247.4880000000,2350,96.0700000000,343.5580000000,1.2700000000,436.3186600000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,357.9500000000,0.2741000000,500.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,156.3186600000,681.9154193548,280.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
23,RegionF,Flat,358.1900000000,279.3900000000,0.2777000000,510.2200000000,234.8933330000,2351,109.5553333333,344.4486663333,1.2700000000,437.4498062433,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,358.1900000000,0.2777000000,510.2200000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,147.2298062433,523.6037997384,290.2200000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
24,RegionF,Valley,258.8600000000,201.9100000000,0.2801000000,540.1900000000,286.9823330000,2352,131.2276666667,418.2099996667,1.2700000000,531.1266995767,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,258.8600000000,0.2801000000,540.1900000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,-0.0000000000,523.6037997384,531.1266995767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,9.0633004233,0.0000000000,-9.0633004233,0,0,Q2_candidate_plus_integrated_storage_MILP
25,RegionF,Valley,259.0300000000,202.0400000000,0.2811000000,587.8700000000,307.4900000000,2353,146.6166666667,454.1066666667,1.2700000000,576.7154666667,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,259.0300000000,0.2811000000,587.8700000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,95.2860866667,421.1456420323,481.4293800000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,106.4406200000,0.0000000000,-106.4406200000,0,0,Q2_candidate_plus_integrated_storage_MILP
26,RegionF,Valley,259.2000000000,202.1800000000,0.2807000000,650.0000000000,351.1180000000,2354,120.5053333333,471.6233333333,1.2700000000,598.9616333333,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,259.2000000000,0.2807000000,650.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,168.9616333333,239.4664664050,430.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
27,RegionF,Valley,259.3700000000,202.3100000000,0.2789000000,722.3500000000,368.7490000000,2355,134.1850000000,502.9340000000,1.2700000000,638.7261800000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,259.3700000000,0.2789000000,722.3500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,136.3761800000,92.8254126416,502.3500000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
