TaskID,ExecutionRegion_incumbent,StartMinute_incumbent,ExecutionRegion_alns,StartMinute_alns,change_type
38969,RegionF,17280,RegionF,17280,unchanged
38970,RegionA,116460,RegionA,116460,unchanged
38971,RegionB,92820,RegionB,92820,unchanged
38972,RegionC,21300,RegionC,21300,unchanged
38973,RegionE,71580,RegionE,71580,unchanged
38974,RegionF,104460,RegionF,104460,unchanged
38975,RegionE,91680,RegionE,91680,unchanged
38976,RegionA,66840,RegionA,66840,unchanged
38977,RegionE,14820,RegionE,14820,unchanged
38978,RegionF,86280,RegionF,86280,unchanged
38979,RegionC,30180,RegionC,30180,unchanged
38980,RegionB,118740,RegionB,118740,unchanged
38981,RegionC,94380,RegionC,94380,unchanged
38982,RegionD,23520,RegionD,23520,unchanged
38983,RegionB,3480,RegionB,3480,unchanged
38984,RegionA,40980,RegionA,40980,unchanged
38985,RegionF,52560,RegionF,52560,unchanged
38986,RegionE,83400,RegionE,83400,unchanged
38987,RegionE,102780,RegionE,102780,unchanged
38988,RegionC,92640,RegionC,92640,unchanged
38989,RegionF,128040,RegionF,128040,unchanged
38990,RegionB,86460,RegionB,86460,unchanged
38991,RegionA,43680,RegionA,43680,unchanged
38992,RegionE,88980,RegionE,88980,unchanged
38993,RegionB,73920,RegionB,73920,unchanged
38994,RegionE,52680,RegionE,52680,unchanged
38995,RegionF,4560,RegionF,4560,unchanged
38996,RegionC,66780,RegionC,66780,unchanged
38997,RegionE,126600,RegionE,126600,unchanged
38998,RegionB,131160,RegionB,131160,unchanged
38999,RegionE,97020,RegionE,97020,unchanged
39000,RegionE,16260,RegionE,16260,unchanged
39001,RegionF,26820,RegionF,26820,unchanged
39002,RegionF,69840,RegionF,69840,unchanged
39003,RegionB,108180,RegionB,108180,unchanged
39004,RegionE,78060,RegionE,78060,unchanged
39005,RegionC,98940,RegionC,98940,unchanged
39006,RegionE,31920,RegionE,31920,unchanged
39007,RegionE,52740,RegionE,52740,unchanged
39008,RegionF,2880,RegionF,2880,unchanged
39009,RegionB,9360,RegionB,9360,unchanged
39010,RegionE,142980,RegionE,142980,unchanged
39011,RegionE,117480,RegionE,117480,unchanged
39012,RegionB,11580,RegionB,11580,unchanged
39013,RegionC,104160,RegionC,104160,unchanged
39014,RegionE,8580,RegionE,8580,unchanged
39015,RegionF,115080,RegionF,115080,unchanged
39016,RegionB,104100,RegionB,104100,unchanged
39017,RegionC,61620,RegionC,61620,unchanged
39018,RegionB,47940,RegionB,47940,unchanged
39019,RegionF,1560,RegionF,1560,unchanged
39020,RegionE,112140,RegionE,112140,unchanged
39021,RegionC,78720,RegionC,78720,unchanged
39022,RegionB,82860,RegionB,82860,unchanged
39023,RegionA,27060,RegionA,27060,unchanged
39024,RegionF,49080,RegionF,49080,unchanged
39025,RegionB,47820,RegionB,47820,unchanged
39026,RegionD,55860,RegionD,55860,unchanged
39027,RegionE,22080,RegionE,22080,unchanged
39028,RegionF,32940,RegionF,32940,unchanged
39029,RegionB,119640,RegionB,119640,unchanged
39030,RegionD,71160,RegionD,71160,unchanged
39031,RegionF,103800,RegionF,103800,unchanged
39032,RegionE,55020,RegionE,55020,unchanged
39033,RegionC,123120,RegionC,123120,unchanged
39034,RegionF,87840,RegionF,87840,unchanged
39035,RegionA,63240,RegionA,63240,unchanged
39036,RegionA,35700,RegionA,35700,unchanged
39037,RegionB,30480,RegionB,30480,unchanged
39038,RegionE,12000,RegionE,12000,unchanged
39039,RegionB,81480,RegionB,81480,unchanged
39040,RegionF,127980,RegionF,127980,unchanged
39041,RegionF,37380,RegionF,37380,unchanged
39042,RegionA,51000,RegionA,51000,unchanged
39043,RegionA,51120,RegionA,51120,unchanged
39044,RegionB,11280,RegionB,11280,unchanged
39045,RegionC,127800,RegionC,127800,unchanged
39046,RegionE,82680,RegionE,82680,unchanged
39047,RegionE,116400,RegionE,116400,unchanged
39048,RegionF,134640,RegionF,134640,unchanged
39049,RegionB,102900,RegionB,102900,unchanged
39050,RegionA,7860,RegionA,7860,unchanged
39051,RegionC,71340,RegionC,71340,unchanged
39052,RegionB,4500,RegionB,4500,unchanged
39053,RegionF,21540,RegionF,21540,unchanged
39054,RegionD,127380,RegionD,127380,unchanged
39055,RegionC,96420,RegionC,96420,unchanged
39056,RegionF,42720,RegionF,42720,unchanged
39057,RegionB,40440,RegionB,40440,unchanged
39058,RegionC,55740,RegionC,55740,unchanged
39059,RegionE,74520,RegionE,74520,unchanged
39060,RegionC,19500,RegionC,19500,unchanged
39061,RegionF,134100,RegionF,134100,unchanged
39062,RegionA,69480,RegionA,69480,unchanged
39063,RegionF,107880,RegionF,107880,unchanged
39064,RegionF,108060,RegionF,108060,unchanged
39065,RegionE,62940,RegionE,62940,unchanged
39066,RegionC,135060,RegionC,135060,unchanged
39067,RegionC,123600,RegionC,123600,unchanged
39068,RegionB,31020,RegionB,31020,unchanged
39069,RegionB,19500,RegionB,19500,unchanged
39070,RegionE,87720,RegionE,87720,unchanged
39071,RegionF,25380,RegionF,25380,unchanged
39072,RegionB,27000,RegionB,27000,unchanged
39073,RegionE,66480,RegionE,66480,unchanged
39074,RegionF,41640,RegionF,41640,unchanged
39075,RegionB,132720,RegionB,132720,unchanged
39076,RegionF,34860,RegionF,34560,time_only
39077,RegionC,101940,RegionC,101940,unchanged
39078,RegionE,53760,RegionE,53760,unchanged
39079,RegionF,51900,RegionF,51900,unchanged
39080,RegionF,64680,RegionF,64680,unchanged
39081,RegionC,57240,RegionC,57240,unchanged
39082,RegionC,109740,RegionC,109740,unchanged
39083,RegionF,26220,RegionF,25680,time_only
39084,RegionF,129900,RegionF,129900,unchanged
39085,RegionE,132120,RegionE,132120,unchanged
39086,RegionC,77940,RegionC,77940,unchanged
39087,RegionF,116100,RegionF,116100,unchanged
39088,RegionA,114660,RegionA,114660,unchanged
39089,RegionC,81960,RegionC,81960,unchanged
39090,RegionB,27240,RegionB,27240,unchanged
39091,RegionB,109860,RegionB,109860,unchanged
39092,RegionC,110160,RegionC,110160,unchanged
39093,RegionE,111840,RegionE,111840,unchanged
39094,RegionC,49680,RegionC,49680,unchanged
39095,RegionA,132660,RegionA,132660,unchanged
39096,RegionA,108660,RegionA,108660,unchanged
39097,RegionB,31440,RegionB,31440,unchanged
39098,RegionB,46680,RegionB,46680,unchanged
39099,RegionE,108900,RegionE,108900,unchanged
39100,RegionF,25320,RegionF,25320,unchanged
39101,RegionC,36720,RegionC,36720,unchanged
39102,RegionE,27360,RegionE,27360,unchanged
39103,RegionB,87120,RegionB,87120,unchanged
39104,RegionC,39240,RegionC,39240,unchanged
39105,RegionC,107820,RegionC,107820,unchanged
39106,RegionC,111000,RegionC,111000,unchanged
39107,RegionF,4920,RegionF,4920,unchanged
39108,RegionB,25260,RegionB,25260,unchanged
39109,RegionB,82620,RegionB,82620,unchanged
39110,RegionF,131280,RegionF,131280,unchanged
39111,RegionE,20580,RegionE,20580,unchanged
39112,RegionC,97020,RegionC,97020,unchanged
39113,RegionE,47820,RegionE,47820,unchanged
39114,RegionA,59820,RegionA,59820,unchanged
39115,RegionB,138480,RegionB,138480,unchanged
39116,RegionB,97920,RegionB,97920,unchanged
39117,RegionB,31320,RegionB,31320,unchanged
39118,RegionE,112440,RegionE,112440,unchanged
39119,RegionE,78780,RegionE,78780,unchanged
39120,RegionF,63900,RegionF,63900,unchanged
39121,RegionC,123120,RegionC,123120,unchanged
39122,RegionB,9180,RegionB,9180,unchanged
39123,RegionB,69480,RegionB,69480,unchanged
39124,RegionB,16620,RegionB,16620,unchanged
39125,RegionC,141720,RegionC,141720,unchanged
39126,RegionE,127740,RegionE,127740,unchanged
39127,RegionA,82080,RegionA,82080,unchanged
39128,RegionC,100080,RegionC,100080,unchanged
39129,RegionE,1140,RegionE,1140,unchanged
39130,RegionB,140400,RegionB,140400,unchanged
39131,RegionF,102660,RegionF,102660,unchanged
39132,RegionF,96360,RegionF,96360,unchanged
39133,RegionE,109560,RegionE,109560,unchanged
39134,RegionC,50400,RegionC,50400,unchanged
39135,RegionE,139200,RegionE,139200,unchanged
39136,RegionE,46440,RegionE,46440,unchanged
39137,RegionE,132060,RegionE,132060,unchanged
39138,RegionE,47820,RegionE,47820,unchanged
39139,RegionE,7860,RegionE,7860,unchanged
39140,RegionC,121680,RegionC,121680,unchanged
39141,RegionF,127560,RegionF,127560,unchanged
39142,RegionE,10500,RegionE,10500,unchanged
39143,RegionF,139320,RegionF,139320,unchanged
39144,RegionD,131100,RegionD,131100,unchanged
39145,RegionF,44940,RegionF,44940,unchanged
39146,RegionE,122820,RegionE,122820,unchanged
39147,RegionC,141840,RegionC,141840,unchanged
39148,RegionF,57960,RegionF,57960,unchanged
39149,RegionF,59760,RegionF,59760,unchanged
39150,RegionE,17280,RegionE,17280,unchanged
39151,RegionC,26520,RegionC,26520,unchanged
39152,RegionC,99240,RegionC,99240,unchanged
39153,RegionF,68880,RegionF,68880,unchanged
39154,RegionA,124620,RegionA,124620,unchanged
39155,RegionE,47520,RegionE,47520,unchanged
39156,RegionB,82140,RegionB,82140,unchanged
39157,RegionE,36780,RegionE,36780,unchanged
39158,RegionF,93660,RegionF,93660,unchanged
39159,RegionF,97080,RegionF,97080,unchanged
39160,RegionC,70260,RegionC,70260,unchanged
39161,RegionC,78960,RegionC,78960,unchanged
39162,RegionB,47460,RegionB,47460,unchanged
39163,RegionE,43740,RegionE,43740,unchanged
39164,RegionC,80820,RegionC,80820,unchanged
39165,RegionC,89760,RegionC,89760,unchanged
39166,RegionF,93840,RegionF,93840,unchanged
39167,RegionC,128400,RegionC,128400,unchanged
39168,RegionE,70980,RegionE,70980,unchanged
39169,RegionF,136560,RegionF,136560,unchanged
39170,RegionB,91980,RegionB,91980,unchanged
39171,RegionE,81360,RegionE,81360,unchanged
39172,RegionE,117720,RegionE,117720,unchanged
39173,RegionC,44520,RegionC,44520,unchanged
39174,RegionA,6960,RegionA,6960,unchanged
39175,RegionB,130980,RegionB,130980,unchanged
39176,RegionE,36660,RegionE,36660,unchanged
39177,RegionC,74640,RegionC,74640,unchanged
39178,RegionC,111240,RegionC,111240,unchanged
39179,RegionE,72780,RegionE,72780,unchanged
39180,RegionA,69840,RegionA,69840,unchanged
39181,RegionA,123660,RegionA,123660,unchanged
39182,RegionF,126240,RegionF,126240,unchanged
39183,RegionB,30120,RegionB,30120,unchanged
39184,RegionC,113340,RegionC,113340,unchanged
39185,RegionC,66960,RegionC,66960,unchanged
39186,RegionB,38760,RegionB,38760,unchanged
39187,RegionF,135780,RegionF,135780,unchanged
39188,RegionB,7800,RegionB,7800,unchanged
39189,RegionF,140460,RegionF,140460,unchanged
39190,RegionD,103020,RegionD,103020,unchanged
39191,RegionE,120780,RegionE,120780,unchanged
39192,RegionE,129960,RegionE,129960,unchanged
39193,RegionB,82680,RegionB,82680,unchanged
39194,RegionA,114360,RegionA,114360,unchanged
39195,RegionC,26760,RegionC,26760,unchanged
39196,RegionB,37080,RegionB,37080,unchanged
39197,RegionC,119100,RegionC,119100,unchanged
39198,RegionC,21060,RegionC,21060,unchanged
39199,RegionA,140160,RegionA,140160,unchanged
39200,RegionE,133620,RegionE,133620,unchanged
39201,RegionF,11940,RegionF,11940,unchanged
39202,RegionC,94380,RegionC,94380,unchanged
39203,RegionB,43560,RegionB,43560,unchanged
39204,RegionC,36840,RegionC,36840,unchanged
39205,RegionF,121860,RegionF,121860,unchanged
39206,RegionB,8700,RegionB,8700,unchanged
39207,RegionA,41460,RegionA,41460,unchanged
39208,RegionF,20820,RegionF,20820,unchanged
39209,RegionB,46860,RegionB,46860,unchanged
39210,RegionF,131340,RegionF,131340,unchanged
39211,RegionC,14580,RegionC,14580,unchanged
39212,RegionF,132060,RegionF,132060,unchanged
39213,RegionC,2520,RegionC,2520,unchanged
39214,RegionF,100560,RegionF,100560,unchanged
39215,RegionC,36420,RegionC,36420,unchanged
39216,RegionE,56700,RegionE,56700,unchanged
39217,RegionE,89040,RegionE,89040,unchanged
39218,RegionF,90000,RegionF,90000,unchanged
39219,RegionA,107820,RegionA,107820,unchanged
39220,RegionE,46500,RegionE,46500,unchanged
39221,RegionB,1800,RegionB,1800,unchanged
39222,RegionB,130260,RegionB,130260,unchanged
39223,RegionC,31440,RegionC,31440,unchanged
39224,RegionE,65700,RegionE,65700,unchanged
39225,RegionF,29760,RegionF,29760,unchanged
39226,RegionA,9660,RegionA,9660,unchanged
39227,RegionE,95040,RegionE,95040,unchanged
39228,RegionB,0,RegionB,0,unchanged
39229,RegionE,91140,RegionE,91140,unchanged
39230,RegionF,119400,RegionF,119400,unchanged
39231,RegionC,68640,RegionC,68640,unchanged
39232,RegionA,142200,RegionA,142200,unchanged
39233,RegionA,100140,RegionA,100140,unchanged
39234,RegionB,420,RegionB,420,unchanged
39235,RegionC,67320,RegionC,67320,unchanged
39236,RegionC,92040,RegionC,92040,unchanged
39237,RegionC,30420,RegionC,30420,unchanged
39238,RegionF,33540,RegionF,33540,unchanged
39239,RegionA,41760,RegionA,41760,unchanged
39240,RegionB,27660,RegionB,27660,unchanged
39241,RegionB,40560,RegionB,40560,unchanged
39242,RegionE,141780,RegionE,141780,unchanged
39243,RegionD,15120,RegionD,15120,unchanged
39244,RegionC,6240,RegionC,6240,unchanged
39245,RegionA,60120,RegionA,60120,unchanged
39246,RegionA,47820,RegionA,47820,unchanged
39247,RegionF,38820,RegionF,38820,unchanged
39248,RegionE,30060,RegionE,30060,unchanged
39249,RegionB,139800,RegionB,139800,unchanged
39250,RegionE,33360,RegionE,33360,unchanged
39251,RegionF,132720,RegionF,132720,unchanged
39252,RegionB,124620,RegionB,124620,unchanged
39253,RegionA,69540,RegionA,69540,unchanged
39254,RegionB,121620,RegionB,121620,unchanged
39255,RegionB,77880,RegionB,77880,unchanged
39256,RegionC,42240,RegionC,42240,unchanged
39257,RegionC,24540,RegionC,24540,unchanged
39258,RegionB,66960,RegionB,66960,unchanged
39259,RegionE,21120,RegionE,21120,unchanged
39260,RegionC,22920,RegionC,22920,unchanged
39261,RegionB,20700,RegionB,20700,unchanged
39262,RegionE,142680,RegionE,142680,unchanged
39263,RegionE,54960,RegionE,54960,unchanged
39264,RegionE,35100,RegionE,35100,unchanged
39265,RegionA,0,RegionA,0,unchanged
39266,RegionC,117780,RegionC,117780,unchanged
39267,RegionF,73020,RegionF,73020,unchanged
39268,RegionE,43980,RegionE,43980,unchanged
39269,RegionE,132840,RegionE,132840,unchanged
39270,RegionC,72060,RegionC,72060,unchanged
39271,RegionF,60600,RegionF,60600,unchanged
39272,RegionC,79500,RegionC,79500,unchanged
39273,RegionA,74820,RegionA,74820,unchanged
39274,RegionF,30120,RegionF,30120,unchanged
39275,RegionE,140280,RegionE,140280,unchanged
39276,RegionE,132120,RegionE,132120,unchanged
39277,RegionD,119280,RegionD,119280,unchanged
39278,RegionB,59340,RegionB,59340,unchanged
39279,RegionA,26040,RegionA,26040,unchanged
39280,RegionD,25200,RegionD,25200,unchanged
39281,RegionB,85440,RegionB,85440,unchanged
39282,RegionF,51360,RegionF,51360,unchanged
39283,RegionE,28800,RegionE,28800,unchanged
39284,RegionF,109560,RegionF,109560,unchanged
39285,RegionA,19200,RegionA,19200,unchanged
39286,RegionF,71940,RegionF,71940,unchanged
39287,RegionB,300,RegionB,300,unchanged
39288,RegionF,137580,RegionF,137580,unchanged
39289,RegionE,33660,RegionE,33660,unchanged
39290,RegionC,99840,RegionC,99840,unchanged
39291,RegionC,85500,RegionC,85500,unchanged
39292,RegionC,35760,RegionC,35760,unchanged
39293,RegionD,7260,RegionD,7260,unchanged
39294,RegionF,6300,RegionF,6240,time_only
39295,RegionE,134400,RegionE,134400,unchanged
39296,RegionC,43320,RegionC,43320,unchanged
39297,RegionF,121560,RegionF,121560,unchanged
39298,RegionA,106500,RegionA,106500,unchanged
39299,RegionC,35640,RegionC,35640,unchanged
39300,RegionE,138780,RegionE,138780,unchanged
39301,RegionB,111960,RegionB,111960,unchanged
39302,RegionC,91680,RegionC,91680,unchanged
39303,RegionF,31020,RegionF,31020,unchanged
39304,RegionA,77460,RegionA,77460,unchanged
39305,RegionC,86160,RegionC,86160,unchanged
39306,RegionC,114060,RegionC,114060,unchanged
39307,RegionF,23340,RegionF,23340,unchanged
39308,RegionE,109260,RegionE,109260,unchanged
39309,RegionC,34980,RegionC,34980,unchanged
39310,RegionF,76320,RegionF,76320,unchanged
39311,RegionB,4620,RegionB,4620,unchanged
39312,RegionA,56100,RegionA,56100,unchanged
39313,RegionB,85560,RegionB,85560,unchanged
39314,RegionE,110760,RegionE,110760,unchanged
39315,RegionC,78900,RegionC,78900,unchanged
39316,RegionC,60960,RegionC,60960,unchanged
39317,RegionC,40920,RegionC,40920,unchanged
39318,RegionB,143340,RegionB,143340,unchanged
39319,RegionB,10680,RegionB,10680,unchanged
39320,RegionC,48540,RegionC,48540,unchanged
39321,RegionB,97320,RegionB,97320,unchanged
39322,RegionF,104520,RegionF,104520,unchanged
39323,RegionF,125220,RegionF,125220,unchanged
39324,RegionB,135420,RegionB,135420,unchanged
39325,RegionC,28440,RegionC,28440,unchanged
39326,RegionD,44940,RegionD,44940,unchanged
39327,RegionB,33480,RegionB,33480,unchanged
39328,RegionE,34620,RegionE,34620,unchanged
39329,RegionE,84660,RegionE,84660,unchanged
39330,RegionF,11040,RegionF,11040,unchanged
39331,RegionB,3420,RegionB,3420,unchanged
39332,RegionA,99120,RegionA,99120,unchanged
39333,RegionB,105300,RegionB,105300,unchanged
39334,RegionE,127740,RegionE,127740,unchanged
39335,RegionE,62820,RegionE,62820,unchanged
39336,RegionF,14880,RegionF,14880,unchanged
39337,RegionA,78420,RegionA,78420,unchanged
39338,RegionB,31920,RegionB,31920,unchanged
39339,RegionB,84120,RegionB,84120,unchanged
39340,RegionE,64320,RegionE,64320,unchanged
39341,RegionE,28260,RegionE,28260,unchanged
39342,RegionF,4380,RegionF,4380,unchanged
39343,RegionF,3180,RegionF,3180,unchanged
39344,RegionC,81660,RegionC,81660,unchanged
39345,RegionE,133560,RegionE,133560,unchanged
39346,RegionB,107820,RegionB,107820,unchanged
39347,RegionE,15960,RegionE,15960,unchanged
39348,RegionF,116400,RegionF,116400,unchanged
39349,RegionC,83880,RegionC,83880,unchanged
39350,RegionC,107160,RegionC,107160,unchanged
39351,RegionB,113280,RegionB,113280,unchanged
39352,RegionF,23640,RegionF,23640,unchanged
39353,RegionC,35760,RegionC,35760,unchanged
39354,RegionE,30420,RegionE,30420,unchanged
39355,RegionC,98340,RegionC,98340,unchanged
39356,RegionF,126120,RegionF,126120,unchanged
39357,RegionA,77040,RegionA,77040,unchanged
39358,RegionA,54720,RegionA,54720,unchanged
39359,RegionC,88260,RegionC,88260,unchanged
39360,RegionB,47160,RegionB,47160,unchanged
39361,RegionE,73140,RegionE,73140,unchanged
39362,RegionC,5100,RegionC,5100,unchanged
39363,RegionC,33960,RegionC,33960,unchanged
39364,RegionB,111540,RegionB,111540,unchanged
39365,RegionF,125880,RegionF,125880,unchanged
39366,RegionE,48480,RegionE,48480,unchanged
39367,RegionB,28920,RegionB,28920,unchanged
39368,RegionC,43320,RegionC,43320,unchanged
39369,RegionD,123660,RegionD,123660,unchanged
39370,RegionB,37500,RegionB,37500,unchanged
39371,RegionA,89220,RegionA,89220,unchanged
39372,RegionB,63540,RegionB,63540,unchanged
39373,RegionC,128640,RegionC,128640,unchanged
39374,RegionC,46440,RegionC,46440,unchanged
39375,RegionE,62760,RegionE,62760,unchanged
39376,RegionF,83700,RegionF,83700,unchanged
39377,RegionC,88020,RegionC,88020,unchanged
39378,RegionB,87600,RegionB,87600,unchanged
39379,RegionF,90000,RegionF,90000,unchanged
39380,RegionB,143460,RegionB,143460,unchanged
39381,RegionE,63120,RegionE,63120,unchanged
39382,RegionE,60000,RegionE,60000,unchanged
39383,RegionC,84900,RegionC,84900,unchanged
39384,RegionA,61680,RegionA,61680,unchanged
39385,RegionB,73920,RegionB,73920,unchanged
39386,RegionE,138420,RegionE,138420,unchanged
39387,RegionE,34380,RegionE,34380,unchanged
39388,RegionF,4320,RegionF,4320,unchanged
39389,RegionF,91380,RegionF,91380,unchanged
39390,RegionC,78660,RegionC,78660,unchanged
39391,RegionB,66420,RegionB,66420,unchanged
39392,RegionF,21300,RegionF,21300,unchanged
39393,RegionB,129300,RegionB,129300,unchanged
39394,RegionC,17760,RegionC,17760,unchanged
39395,RegionC,111240,RegionC,111240,unchanged
39396,RegionB,140460,RegionB,140460,unchanged
39397,RegionB,143400,RegionB,143400,unchanged
39398,RegionB,66300,RegionB,66300,unchanged
39399,RegionB,45120,RegionB,45120,unchanged
39400,RegionE,58140,RegionE,58140,unchanged
39401,RegionC,140880,RegionC,140880,unchanged
39402,RegionF,123060,RegionF,123060,unchanged
39403,RegionB,72720,RegionB,72720,unchanged
39404,RegionA,107700,RegionA,107700,unchanged
39405,RegionE,101340,RegionE,101340,unchanged
39406,RegionE,53940,RegionE,53940,unchanged
39407,RegionC,68340,RegionC,68340,unchanged
39408,RegionE,78900,RegionE,78900,unchanged
39409,RegionC,84300,RegionC,84300,unchanged
39410,RegionA,139440,RegionA,139440,unchanged
39411,RegionB,108480,RegionB,108480,unchanged
39412,RegionE,93480,RegionE,93480,unchanged
39413,RegionE,70020,RegionE,70020,unchanged
39414,RegionC,106680,RegionC,106680,unchanged
39415,RegionE,134220,RegionE,134220,unchanged
39416,RegionC,42060,RegionC,42060,unchanged
39417,RegionE,15600,RegionE,15600,unchanged
39418,RegionB,82620,RegionB,82620,unchanged
39419,RegionE,138480,RegionE,138480,unchanged
39420,RegionC,85440,RegionC,85440,unchanged
39421,RegionC,40320,RegionC,40320,unchanged
39422,RegionA,29520,RegionA,29520,unchanged
39423,RegionE,69660,RegionE,69660,unchanged
39424,RegionB,39120,RegionB,39120,unchanged
39425,RegionB,25860,RegionB,25860,unchanged
39426,RegionB,106620,RegionB,106620,unchanged
39427,RegionE,90720,RegionE,90720,unchanged
39428,RegionF,95880,RegionF,95880,unchanged
39429,RegionA,104640,RegionA,104640,unchanged
39430,RegionA,60,RegionA,60,unchanged
39431,RegionB,72540,RegionB,72540,unchanged
39432,RegionE,47520,RegionE,47520,unchanged
39433,RegionC,78540,RegionC,78540,unchanged
39434,RegionF,9960,RegionF,9960,unchanged
39435,RegionF,85620,RegionF,85620,unchanged
39436,RegionC,72600,RegionC,72600,unchanged
39437,RegionA,112620,RegionA,112620,unchanged
39438,RegionF,90060,RegionF,90060,unchanged
39439,RegionF,99120,RegionF,99120,unchanged
39440,RegionE,70380,RegionE,70380,unchanged
39441,RegionD,64980,RegionD,64980,unchanged
39442,RegionB,108840,RegionB,108840,unchanged
39443,RegionA,83580,RegionA,83580,unchanged
39444,RegionE,35760,RegionE,35760,unchanged
39445,RegionE,123960,RegionE,123960,unchanged
39446,RegionC,94140,RegionC,94140,unchanged
39447,RegionC,90540,RegionC,90540,unchanged
39448,RegionF,112320,RegionF,112320,unchanged
39449,RegionB,24900,RegionB,24900,unchanged
39450,RegionF,96840,RegionF,96840,unchanged
39451,RegionB,104040,RegionB,104040,unchanged
39452,RegionF,102600,RegionF,102600,unchanged
39453,RegionE,96600,RegionE,96600,unchanged
39454,RegionF,113760,RegionF,113760,unchanged
39455,RegionC,76140,RegionC,76140,unchanged
39456,RegionA,97620,RegionA,97620,unchanged
39457,RegionA,59820,RegionA,59820,unchanged
39458,RegionC,87840,RegionC,87840,unchanged
39459,RegionF,124980,RegionF,124980,unchanged
39460,RegionE,28140,RegionE,28140,unchanged
39461,RegionE,28440,RegionE,28440,unchanged
39462,RegionA,13680,RegionA,13680,unchanged
39463,RegionC,140160,RegionC,140160,unchanged
39464,RegionC,112920,RegionC,112920,unchanged
39465,RegionE,95880,RegionE,95880,unchanged
39466,RegionE,55380,RegionE,55380,unchanged
39467,RegionF,45120,RegionF,45120,unchanged
39468,RegionC,143640,RegionC,143640,unchanged
39469,RegionE,100680,RegionE,100680,unchanged
39470,RegionA,55680,RegionA,55680,unchanged
39471,RegionC,69600,RegionC,69600,unchanged
39472,RegionB,103920,RegionB,103920,unchanged
39473,RegionF,42300,RegionF,42300,unchanged
39474,RegionE,77580,RegionE,77580,unchanged
39475,RegionA,84660,RegionA,84660,unchanged
39476,RegionC,45600,RegionC,45600,unchanged
39477,RegionF,129720,RegionF,129720,unchanged
39478,RegionB,122040,RegionB,122040,unchanged
39479,RegionE,69900,RegionE,69900,unchanged
39480,RegionE,109920,RegionE,109920,unchanged
39481,RegionB,71280,RegionB,71280,unchanged
39482,RegionA,122760,RegionA,122760,unchanged
39483,RegionE,53220,RegionE,53220,unchanged
39484,RegionB,60720,RegionB,60720,unchanged
39485,RegionF,13860,RegionF,13860,unchanged
39486,RegionC,13020,RegionC,13020,unchanged
39487,RegionF,132120,RegionF,132120,unchanged
39488,RegionB,117420,RegionB,117420,unchanged
39489,RegionC,11040,RegionC,11040,unchanged
39490,RegionC,52740,RegionC,52740,unchanged
39491,RegionC,82260,RegionC,82260,unchanged
39492,RegionC,50340,RegionC,50340,unchanged
39493,RegionE,134580,RegionE,134580,unchanged
39494,RegionF,24480,RegionF,24480,unchanged
39495,RegionC,89040,RegionC,89040,unchanged
39496,RegionB,132720,RegionB,132720,unchanged
39497,RegionE,13800,RegionE,13800,unchanged
39498,RegionE,96480,RegionE,96480,unchanged
39499,RegionC,125640,RegionC,125640,unchanged
39500,RegionF,93840,RegionF,93840,unchanged
39501,RegionB,136200,RegionB,136200,unchanged
39502,RegionB,92460,RegionB,92460,unchanged
39503,RegionB,128520,RegionB,128520,unchanged
39504,RegionE,91140,RegionE,91140,unchanged
39505,RegionE,96120,RegionE,96120,unchanged
39506,RegionE,105420,RegionE,105420,unchanged
39507,RegionE,50040,RegionE,50040,unchanged
39508,RegionB,49800,RegionB,49800,unchanged
39509,RegionF,41520,RegionF,41520,unchanged
39510,RegionC,31980,RegionC,31980,unchanged
39511,RegionE,105900,RegionE,105900,unchanged
39512,RegionF,43920,RegionF,43920,unchanged
39513,RegionC,122700,RegionC,122700,unchanged
39514,RegionA,34800,RegionA,34800,unchanged
39515,RegionA,112200,RegionA,112200,unchanged
39516,RegionA,100740,RegionA,100740,unchanged
39517,RegionC,82680,RegionC,82680,unchanged
39518,RegionE,102960,RegionE,102960,unchanged
39519,RegionE,56880,RegionE,56880,unchanged
39520,RegionE,13680,RegionE,13680,unchanged
39521,RegionB,10860,RegionB,10860,unchanged
39522,RegionC,39000,RegionC,39000,unchanged
39523,RegionC,121560,RegionC,121560,unchanged
39524,RegionB,47940,RegionB,47940,unchanged
39525,RegionE,91800,RegionE,91800,unchanged
39526,RegionE,109980,RegionE,109920,time_only
39527,RegionC,18420,RegionC,18420,unchanged
39528,RegionC,113040,RegionC,113040,unchanged
39529,RegionE,106260,RegionE,106260,unchanged
39530,RegionC,86640,RegionC,86640,unchanged
39531,RegionE,115380,RegionE,115380,unchanged
39532,RegionE,29160,RegionE,29160,unchanged
39533,RegionF,62700,RegionF,62700,unchanged
39534,RegionA,38400,RegionA,38400,unchanged
39535,RegionA,97020,RegionA,97020,unchanged
39536,RegionB,31200,RegionB,31200,unchanged
39537,RegionB,62760,RegionB,62760,unchanged
39538,RegionE,62700,RegionE,62700,unchanged
39539,RegionE,110220,RegionE,110220,unchanged
39540,RegionF,65520,RegionF,65520,unchanged
39541,RegionB,64920,RegionB,64920,unchanged
39542,RegionD,21600,RegionD,21600,unchanged
39543,RegionC,105780,RegionC,105780,unchanged
39544,RegionF,132180,RegionF,132180,unchanged
39545,RegionF,45180,RegionF,45180,unchanged
39546,RegionF,23640,RegionF,23640,unchanged
39547,RegionC,129060,RegionC,129060,unchanged
39548,RegionF,17940,RegionF,17940,unchanged
39549,RegionB,142080,RegionB,142080,unchanged
